author,text,publishedAt,likeCount
@adesaputra2954,"STATEMEN ORANG MERASA PINTER ITU, DARI CARA BICARA JIKA DIKRITIK MARAH.

ORANG PINTER SEBENARNYA BNAYAK BERASUMSI",1 month ago,
@galih-op7wb,Om undang ferry brg sama timothy om.. jadi podcast terseru tu pasti bahas konspirasi dkk,5 months ago,
@jef_2121,"Banyak yg krng sreg Gibran jadi wapres. Bnyk yg nuduh ini nuduh itu. Padahal beliau sudah di lantik dan dipilih mayoritas warga Indonesia.

Apakah tidak sebaiknya kita move on, biarkan lah beliau bekerja dgn tenang, membantu Pak Prabowo menangani masalah bangsa yg multi dimensi ini. Biarkan pendukung beliau yg menilai kinerja nya dan para hater nya jg bisa menilai nanti, apakah dia bisa kerja atau tidak dalam kapasitas sbg wapres.

Kita harus ingat, dulu kita juga yg mau nya sistem demokrasi, sistem pemilihan langsung, tidak boleh ditunjuk oleh MPR dll..iya kita harus ikuti sistem nya skrg. Jangan ada orng terpilih krn suara mayoritas, calon kita kalah, kita ribut. Jika tidak setuju pemilihan lsg..iya minta di ubah dulu UU nya.",5 months ago,
@RajaKaturangganFarmBenerMeriah,Nonton karna ada bang Ferry Irwandi,5 months ago,
@rintohadisaputro596,Om dedy timelapse nya di turunin dikit biar lebih enak di liat,5 months ago,
@BennySatria-x7f,Nonton ini karna ada ferry !!,5 months ago,
@muhammadalimuddin8695,Sumpah episode paling seru versi gua2 idol gua ketemu,5 months ago,
@tarcisiusslamet8050,Ini rupanya feri satu grombolan dg  Roisoryo,2 weeks ago,
@rianrezar,setelah sekian purnama baru balik kesini,5 months ago,
@maulidantesar6586,Daging semua,5 months ago,
@KocaKoci,"Jujur, Q nonton ini ga ngertitapi tetap q tonton, semoga wawasan q membaik",3 months ago,
@ka1vinPutrox,buat aplikasi mirip twitter tapi di dengar dan di proses laporan oleh pemerintah nya.,5 months ago,
@khusniwardani,Undang dong Hard Gumay apa agenda Asteroid pemusnah peradaban planet di 2012 lalu yg tertunda apa nanti muncul lagi di 2037..,1 month ago,
@JoestarPutraagungrizqullah,sebelum ini tayang udh ngobrolin ama tmen pas ngopi .... gmna mau maju orng susah masih banyak ... biaya sekolah aja susah makan aja susah .... waktu buat mendidik anak minim ... kunci kecilnya itu .... emang sudah terlalu susah,5 months ago,
@AliS_Sal,nonton karena ada bung ferry,5 months ago,
@rowlanddavid888,Cina berani menegakkan hukum...yang diawali dengan siapa koruptor dihukum mati...,1 month ago,
@KNUKEAN,"pliis om jangan bahas atau singgung  tiktok shop mulu kita mayoritas ada jutaan masyarakat indonesia yang mencari nafkah leawat afiliate 
jangan sampai terancam kembali kaya dua tahun yang lalu cuman gara gara toko di tanah bang yang sepi pengungjung",5 months ago,
@santososan5658,fery irwandi sebenarnya cocok loh jika jadi vokalis suaranya enak trible stereo bass..,1 month ago,
@andrewk6981,Pantes partai socmed gampang banget cari info orang2..,5 months ago,
@septianramdhani1924,kembali nnton podcast ini karna ada ferry,5 months ago,
@creativebi,"""Naik gaji aparat"", langsung skip perang dagang",5 months ago,
@igedesukadhanays96,Selalu hebat.,5 months ago,
@immersivgaming,"Bonus demografi itu sekalinya lewat gaakan balik lagi, ketika orang mulai pada pinter populasi pasti akan menurun.",5 months ago,
@abehdeol741,Ke sini gara2 ada Fery,5 months ago,
@TdrMampusGaming,Saya nonton karna ada ferry sih,5 months ago (edited),
@aikoyunichi-m7g,bener kata bang Ferry asal pemerintahnya kompeten..,5 months ago,
@k-kuy8662,"yang keren sih fery irwandi, kalo om ded kayak membatasi diri untuk berbicara karna mungkin om ded sekarang ada di dalam pemerintahan, padahal gua yakin om ded tuh pasti tau bobrok nya pemerintahan sekarang dan beberapa tahun ke belakang , tapi kenapa om ded malah gabung ke dalam pemerintahanjadi gabakal ada om ded yang mengkritisi pemerintah lagi, karna om ded udeh berada dalam pemerintahan itu sendiri",5 months ago,
@dinrohana7481,setuju sama Ferry di podcash ini,5 months ago,
@Abangdidik21,Semangat terus om ded.,5 months ago,
@C__MJavierAureliano,Udah mulai menarik lagi ni om ded fokusnya,5 months ago,
@susrikamila9771,Walaah.. ngomongin rendang jadi pengen makan rendang,1 month ago (edited),
@KalinDita,"Bener. Menit ke 06.00
 DULU CTD jadi harapan orang. Sekarang? Hiiyyy....",5 months ago,
@fazzaclothing7365,Perbincangan antara sabo dan fujitora,5 months ago,
@izoypro7947,"Di podcast ini dedy banyak ngalihin topik wkwkwkwk
Ngeri ferry",4 months ago,
@surathitam6409,kureeeenggggggg,5 months ago,
@NazrilIlham-u9x,Mantap𝐓𝐇𝐎𝐑𝟑𝟏𝟏berkah selalu,5 months ago,
@BasorInter,"Kirain sejam bakal ngomongin gibran, ternyata Twitter, ferry kena genjutsu",5 months ago (edited),
@HelmyFahrurozi,Lo pada diingetin dari 2014 dikritik malah nyerang yg kritik....sekarang baru teriak2negara udah abis sumberdaya digondol mulyono cs..demokrasi sudah porak poranda udah susah dibenerin dah,1 month ago (edited),2
@leonardomongdong1785,"16:12"" kita banyak problem di masyarakat, kenapa urusnya aparat?""

smpe akhir ga di jawab cok wkwk",5 months ago,
@dronecity2706,Next time undang investor bennix om dedy keknya seru,5 months ago,
@andreas8965,Keknya pak Wapres meski rekrut bang fery nihkolaborasi keknya bakal menemukan jalannya nih bonus demografi,5 months ago,
@pip7251,"pas soal cina batasin sosmed, gatel banget pengen nanya ke deddy: menurut lo, pemerintah indonesia ini kompeten?",3 months ago,1
@rvteamfamily5616,"Untuk om Ferry, Lo yakin orang punya uang bakal sekolahin anaknya itu kuantitasnya 100%? Gua karyawan yang di lapangan melihat buanyaak banget teman gua yang suka foya-foya dengan gajinya untuk gaya hidup yang sangat tidak sehat, ketimbang menikah melahirkan SDM berkualitas. Just information beyond your mind, at least trend hubungan tanpa menikah dan child freee sedang meningkat, itu faktanya",5 months ago,
@rizkirojaulhaq6097,nonton dedi lagi karena ada ferry,5 months ago,
@gungbag,keren bang fery ngindarin jebakannya,5 months ago,
@Fred-pp3vt,"om Ded undang pak Onno Purbo dong..,",3 months ago,
@Dominus_Potatus,12:35saat covid kan tiktok shop belum terkenal. Setelah covid baru terkenal lalu jadi masalah.,5 months ago,
@siswantobagaspati8510,"Gibran harus jadi presiden agar seluruh masyarakat sadar bahwa ilmu itu penting.
Ambil resiko boleh donk untuk menyadarkan sebuah bangsa",5 months ago,1
@YosiYunita-dc1er,Om dedy ngomongin barang china yg ada di tiktok.. ya tanya lah sama menteri perdangannya,5 months ago,
@Sanrego64,"Ilmu semua..,disamping kebebasan cakap2 yg Aktif..",1 month ago,
@Allshy1,Sampai sekarang masih bingung kenapa reddit diblokir sedangkan twitter masih up.,5 months ago,
@Bahasa.Langit,"Lagi bicara ttg pembelian pesawat tempur dll, langsung dibelokkan sama dedi wkwkwkwkkk ...
Jelas, pemborosan anggaran di situasi ekonomi seperti sekarang",1 month ago,
@dwiki1493,"Kalo termsnya adalah 'berusaha', itu bapak bapak yang antri lowongan PPSU sambil narik ojol kurang berusaha apa",5 months ago,
@ReySyahputra-u5n,feri Amsari  emang i IS the best,2 weeks ago,
@frando2002,Biasakan berbeda pendapat itu hal biasa.,5 months ago,
@kermacdtan,"si dedi nih mancing ferry biar bela pemerintah dengan mengatakan ""aplikasinya bagus"", sedangkan variable utamanya adalah pemerintahannya dulu dibenerin baru ngomong yang lain",5 months ago,
@koleksistorys,"Tenang selama pak pres ga paham bab hukum, dan tata kelola negara, kita tetap sama. 

Belum ada yg berani interview lgsg menteri sebelum pak Tom, hayoo siapa berani manggil buat interview ???",2 months ago,1
@SEMIONMOGILEVIC,"Katanya kita Negara Demokrasi. Kenapa menyampaikan pendapat dan fakta dilapangan di laporkan, Panglima TNI kemakan umpan. Harus di copot. Krn masih titipan Mulyono
 Cerdas strategi Prabowo.",1 month ago (edited),
@usfinasrul9207,"Kirain stelah jadi pejabat om ded gk podkes lagi, ternyata masih jalan podkesnya",5 months ago,
@itjustsomeone,"Aku bingung bang ferry ini kan katanya bilang Indonesia perlu ekonomi jalan, tapi yang dibuat malah pendidikan, heran. Bukankah harusnya kalau mementingkan produktivitas untuk ekonomi, kita harus buat industri?

Industri > Orang tua berpenghasilan > Keturunan hidup berkecukupan > Pendidikan anak

Kontradiktif dengan ucapannya yang bilang lapangan pekerjaan masih kurang... Menurutku situasi Indonesia sekarang sama kayak China yang dulu, mereka maju karena industri mereka sukses dlu, bukan pendidikan mereka dulu yang sukses",5 months ago,
@nitsnit,"Pemakai twitter dari tahun 2007, jaman twitter masih fun. Sekarang sebulan aja blm tentu ngetwit",1 month ago,
@saldisaldi9604,kuperhatikan Deddy Corbuzier mencoba memancing dan mencoba ngebleming Ferry Irwandi. tapi Ferry Irwandi bukan orang yang gampang dipancing dan gampang digiring serta gampang di blaming salut sih buat Deddy Corbuzier bertahan dengan kepura-puraannya dan kemunafikannya,5 months ago,1
@nataliaparty,Nonton karena ada Ferry Irwandi,5 months ago,
@endi6008,"gw setuju, asal pemerintah nya berkompeten, jangan kan kompeten, ngakses web permerintah aja masih ketemu 404 dan lemot parah...",5 months ago (edited),
@yacoblallo1343,"inimah isinya daging semua coyy, kerenlah",5 months ago,
@agustinussilitonga9663,"Cak Imin ....pk Mahfud ..  pk Gibran ....rakyat kan yg milih....atau si ferry ini nggk yakin ?
Maksudnya ....dari sisi yg milih pasti yakin dong ...dari sisi Lo aja yg nggk yakin.
Ini yg harus Lo pahami ya ...",5 months ago,
@dianratnasari3799,Gue kesini lagi cuma demi bang ferry dan eks pemain sirkus OCI,5 months ago,
@celotehnetizen,bahas yang lagi viral donk deedy soal ki ilegal yang kena siksa di kamboja dan myanmar pasti trending,5 months ago,
@user-qo5op5tu6b,Makan enak. Hidup enak. Kerja enak. Drpd pusing mikirin hidup orng lain.,5 months ago,
@leonleonardo6361,Hallo,5 months ago,1
@MasReviewFilm.,Undang kang Deddy Mulyadi om Ded,5 months ago,
@putrakurniaaji8727,Laut luas pak bumn tolong bikin pabrik kapal penangkap ikan yg canggih+ pabrik pengolahan ikan kaleng baru dah di ekspor tu ikan kaleng indonesia di tiap pulau di bikin tu 1 pabrik pembuatan kapal sama buat tiap daerah miskin pabrik pengolah ikan kaleng. Terus duitnya jangan di embat,5 months ago,
@Yuki_floptropica,"Gw bingung orang2 menjagokan china atas perang tarif ini.!? Padahal amerika itu marketnya china di seperempat indiustri mereka. Kadang podcaster podcaster skrng cuman asal cuap tanpa data yg mendalam. Dan catat ni yg terbaru kinerja BYD sudah mulai melemah akibat perang tarif ini, karena BYD itu juga kuat oleh sokongan subsidi pemerintah tiongkok walaupun mereka tidak mengakuiny...",4 months ago,
@kolissugengprayitno9343,"""bonus demografi telah lewat""
(Terbukti banyak sd yang kekurangan atau bahkan tidak daapt murid baru)
Pemerintah stagnan penting dapet pajak.
China bisa seperti sekarang karena mereka tidak membunuh ide,gagasan,temuan,dan perubahan....
Disini ada ide apa langsung dibunuh,jadi mau ada ide baru jadi produk gimana",1 month ago,
@syaifulmustofa2470,podcast ini isinya daging semua,5 months ago,
@kobugikobugi,57:41Justin Bieber seorang filsuf handal,5 months ago,
@نبنبت-ع4ن,Gibran jungjungan Si Gibran juga,2 weeks ago,
@infoIndonesia-c1u,Undang KDM yang lagi banyak gebrakan yg penuh dengan pro & kontra nya ..sebagai gubernur jabar,5 months ago,
@bola_tadi_malam,bukan karena di pakai pemerintah jadi membela pemerintah kan om? harusnya jadi langkah mudah untuk memberikan mereka masukan..,5 months ago,
@ajiardhi7381,Indonesia ini juga semi komunis. Semua milik rakyat itu milik negara.kecuali milik pejabat dan oligarki. Rakyat harus taat aturan pejabat boleh melanggar. Kalau oligarki butuh tanah rakyat harus pindah dibayar ataupun cuma cuma.,1 month ago,
@giartinchannel614,"Om ded,
Undang podcast yang dilaporkan oleh mantan presiden jokowi mengenai ijazah palsu dong

Undang bapak roy suryo,bapak rismon sianipar dan Dr tifa,

Kayaknya seru nih
Biar jelas ,soalnya kan om ded orang cerdas dan ilmiah pasti lawan  mereka jadi tambah seru dan menarik banget.......",5 months ago (edited),
@PetaniGbut,"kesini gara gara ada bang fery, tapi judulnya gibran bahasnya twitter lah",5 months ago,
@mtegaraleperdana5693,kesini karna bung ferry,5 months ago,
@samuderadebu6239,rokok nya mas dedy apa ya,5 months ago,
@yulieajjach952,Semua tidak semudah yg kita pikirkan dan bahkan sudah kita kalkulasi dari dan sepintar apapun kamu.,5 months ago,
@dedeibnuromdoni5469,21:09orang gak akan bicara kalo gak ada masalah,5 months ago,
@budiharta4845,Disini nampak sebagai dosen luar biasa,1 month ago,
@henriantosinaga8455,Irisan maksudnya ada kebersamaan. Ada elemen yg sama. Gitu. Irisan itu istilah matematika bung. Irisan jika artinya potongan itu lebih sakit dari gesekan. Maaf Feri ngk mengartikan irisan itu dgn jelas sebelumnya.,3 weeks ago,
@unostako,Obrolannya daging semua,1 month ago,
@noviealatas,"bukan Gibran yang tidak punya keebijaksanaan yang diterapkan, akan tetapi kalian dan kita semua yang tidak tahu lagi tidak bertanya/investigasi ... nyata nya ya ada",1 month ago,1
@putrabangkit1782,Asal pemerintahnya kompeten.,5 months ago,
@UNITARIAN-sl5qw,Sudah bukan rahasia lagi kalo di era 80-an semua anak PKI dilarang kuliah dan jadi PNS ... Makanya dinmasa itu banyak identitas palsu .. Kalau ijazah palsu baru kali ini gua dengar ...,5 months ago,
@surcrys,"1:13:50memang rame kali ini. mungkin malah yg bilang kyk gitulah yg disupply pemerintah biar yg lain curiga ama mahasiswa. dikit dikit nulisnya ""mahasewa"" kyk bot.",5 months ago,
@rizalijal4014,Dia belum belajar tentang innalilahi wa innailaihi rojiun... Baru belajar Twitter,5 months ago,
@annaswitz716,"Sdh lama meninggalkan podcast inii,,cmn krn ad ferry irwandi yg kuyakini org nya msh bs mmpertanggungjwbkan ucapan nya...tiap ferry mw ngmng lbh dalam mslh goverment,,om ded sllu coba belokin ngmngin yg lain...",5 months ago,
@resahkita,"Dengan tidak mengurangi segala hormat. Tapi saya tidak respek dengan Wapres di wawancara Najwa Shihab mengatakan ""saya tidak suka membaca"". Susah susah loh para pendidik di luar sana mempromosikan membaca untuk meningkatkan literasi masyarakat. Eh pemimpin negara nya ngomong kek gtu.",5 months ago,
@nararyaactivity6202,"Pemerintah kompeten, rakyat sejahtera = mental keduanya diperbaiki",4 months ago,
@G9ACAPITAL,"Sebenarnya bisa di akali soal tarif, lempar ke Malaysia, Malaysia ekspor ke Amerika, hanya saja Asean ini kurang kompak dan ngga mau bermain dengan Indonesia,karena pemerintahan kita kurang bagus birokrasinya.",5 months ago,
@Wahyu_codm,️,1 month ago,
@davidandrie4595,"om ded  mas  ferry, bisa main2 ke univ pamulang",5 months ago,
@AgusSugi-fc4mp,Apapun yang masuk kehati pasti akan dibela meskipun tidak masuk di akal...,5 months ago (edited),
@shamburgals,"Dedy pro mulyono, cadas bgt masnya",5 months ago,
@mashurihuri9086,Lihat ke sini karna bung fery,5 months ago (edited),
@AdyRizky-h6m,"sskgng bnyk pbrik bngkrutdulu jnji 19 rbu
lpngn prjaan 
mana.  ..??",5 months ago,
@Athallah_Gaming,"Kayanya gk tepat klo musuh utama pemerintah sih , Harusnya pemerintah memusuhinya krn kejujurannya berpikir dalam berpendapat",5 months ago (edited),
@catharinacosma3611,waoo orang genius,5 months ago,
@SahabatTernakSawit,Mantap bang Ferry,3 weeks ago,
@hamdan64x2,"gw yakin om ded mau bilang klo gibran ga layak jd wapres, tp krn om ded berpihak ke prabowo ya diem2 bae",5 months ago,
@sixonenine61,"6:50ini di cut apa engga si, kok di asbak tiba tiba ada rokok puntungannya si ferry? coba cek06:47-06:50masa cepet amat matiin rokoknya..",5 months ago (edited),
@Semuatontonan,"Bang bahas tentang liquid jenis dan perbedaan warnanya, contoh kaya liquid saltnic cenderung kuning apa itu karna flavor nya atau karna apa ? Soalnya skrng bnyak liquid yg malah cenderung berwarna kuning pekat.. gak kaya dlu bening-bening..
Aku dlu vapor bgt tapi smenjak adanya saltnic liat warnanya kuning pekat jdi was-was",5 months ago,
@REAKTOR_KONTEN,"Bahas ijazah palsu JKW dong. 
Yang setuju klik like",5 months ago,
@inpomaknyus,"Bonus DEMOGRAFI gak ada dampaknya ke rakyat jika Pemerintahnya tdk memanfaatkan dengan program yg jelas. Mau ada Bonus demografi atau gak Gen Z tetap kesulitan cari kerja. Jadi Bolanya itu di pemerintah bukan di Gen Z atau ANAK mudanya. Justru krn jumlah anak Muda membludak, saingan cari kerja main sengit.",5 months ago,
@dhimasarya28,GP itu emang the best si rokoknyarasanya ga bohong,5 months ago,
@hafizramadhan8633,"Noprian mereka juga ga peduli sebenernya mau maju atau tidak , karena mereka tau Indonesia 2030 sudah tidak ada, kerusuhan, pencurian, kejahatan dimana mana. 
Jadi mereka sekarang sedang mengumpulkan uang sebanyak banyak nya dan selalu mengkonfersikan nya ke mata uang stabil mungkin usd atau saham atw crypto yang jelas 5 tahun selanjutnya pasti akan semakin sulit.
Lapangan kerja akan semakin sulit, ai sudah bisa menggantikan banyak pekerjaan. Tidak peduli masyarakat segaduh apa karena pada kenyataannya tidak ada yang berani bersuara langsung bahkan untuk berkomentar di akun PRESIDEN MASIH BANYAK YANG MEMIKIRKAN NYA BERULANG KALI.

RASA KETAKUTAN SUDAH DI TANAMKAN.",4 months ago,
@gunturdewantara2004,Definisi duo vs squad,5 months ago,
@kikimuntahafamilys,Om Ded.. tahu cara menaikan podcast nya lagi,1 month ago,
@adventuresekitarrumah2998,Ooooo ini podkast untuk anak owi,5 months ago,
@biangym5042,baru nonton podcast ini karna ada si ferry,5 months ago,
@bella.kusumadewi,Harusnya tambah satu lagi: rocky gerung biar makin seru,5 months ago,
@retnawati974,setuju menit ke 19,5 months ago,
@FaizAssegaf-y9o,hadir nyimak,1 month ago,
@rijalbaiq,"Om ded bilang, dia tau siapa dibalik akun akun anonymous dengan gampangnya dan tanpa tools dari pemerintah.
Artinya untuk kasus fufufafa ini sebenernya bisa dengan gampangnya diketahui",5 months ago,
@MASDMASREAL,Itu podcast di buat jam04:33? Geloooooo,5 months ago,
@ALd774,"32:30itu serangan mental om, serem loh kalo lu lg makan di resto A terus ada yg dm ""enak ya lagi makan di resto A, liburan ke kota B terus ada yg dm ""seru ga liburan di kota B. Kalo gua digituin berenti gua kritik pemerintah atau ngelawan judol, seakan tangan mereka bisa reach/kill gua dimanapun.....",5 months ago (edited),
@N-YOLO,bukan mau mengkambing hitamkan asing kanan barattetapii demokrasi adalah alat yang paling efektif untuk menghancurkan sebuah bangsa,5 months ago,
@nikmalrahmatika3299,"Tim ga punya sosmed selain IG dan WAno X, no tiktok, no FB",5 months ago,
@anandaraihanmaulana5719,"Ferry setelah 15 menit ngobrol: ""Mending kubuat konten sendiri bah, nggak mau si botak ini dengar jawabanku""",5 months ago,
@luthfirajab,Balik kesini gara gara bung ferry,5 months ago,
@nununugraha3265,"Irisan kan intinya bersinggungan, tapi gak ada nilai positif negatifnya,
jadi ya kalau ngomong irisan yg negatif ya sekalian bergesekan aja.",5 months ago,
@firyadinagara7693,"Jangan terlalu paranoid, hidup dibawa enjoy aja",1 month ago,
@elismia7337,Gw kesini krn ada ferry,5 months ago,
@wawannugroho1304,apa cuma aku ya dari dulu gak pernah pakai twitter dan tiktok.,5 months ago,
@andasyahwilhanto1448,Lihat pod cast ini lagi karena ada Ferry Irwandi.....,5 months ago,
@dewinovia4077,Aku mau join dong ke Perguruan Tinggi dg dasar idealisme.... no-fee,1 month ago,
@KenDar-f1p,Fery Thu cerdas pemerintah harus gnh,1 month ago,
@N-YOLO,NON BLOK ADALAH HAL PALING NAIF BAGI SEBUAH NEGARA,5 months ago,
@elispermatasari6763,"ud kubilang... Twitter itu bukan diisi orang² pintar, tapi ""merasa pintar"" (dunning Kruger effect).",5 months ago,
@azzam451,"Terkait jepang, bisa di cek lost generation.",5 months ago,
@CarissaPutri-u1s,"Wakil presiden di Indonesia jangan sekali2 berani bikin kebijakan yg populer. Knp??
Presiden akan merasa terganggu bos, 
Pesan jokowi ke gibran yg paling di garis bawah
"" ojo maculi"" ente cari dah artinya sendiri",3 months ago,
@debbyprelesiawahyudi7718,"20:58om dedy mustinya nangkep maksudnya, jangan dibelokin lagi lah",5 months ago,
@uzy92,"fufu fafaaa,,,",5 months ago,
@joyful88812,Apakah X kasih amplop.besar ke penjabhat?,5 months ago,1
@azzamazaly7523,disini karena Ferry,5 months ago,
@haryhaswidi356,Si om mah cileupeung main aman ajah,3 weeks ago,
@yono4147,Waktu bang ferry mewakili pertanyaan netizen mempertanyakan tentang kenetralan CTD sama sekali gak ada statemen dari bro deddy,5 months ago,
@itsmochino,"sekelas dedy corbuzier editor nya ga bisa bikin subtitle kah? kasian temen gue yang tunarungu, dia kepo banget saya capek jelasin nya.",5 months ago,
@Tanaka_Youth,aduh kampusku minta Twitter address lagi buat daful....,5 months ago,
@rln4614,Untung Om Deddy Pinter.  Jadi balance,1 month ago,
@GarisSakura,Lore negara ku ternyata lebih menarik dari yg aku bayangkan,5 months ago,
@lindruby5413,mampir lagi karena bang ferry,5 months ago,
@muhammaddaffa2785,Teman memang memengaruhi. Saya melihat ferry jadi makin mirip coki,5 months ago,
@debbyprelesiawahyudi7718,24:15ga nyambung nih servernyaomded ga paham bahasanya bangfer,5 months ago,
@faisalrazit6309,OMDO aloe Semua BILA TIDAK BERANI MENYUARAKAN HUKUM MATI KORUPTOR.,1 month ago,
@adityafachripratama9227,15:20om ded takut gak sama gurita?,5 months ago,
@riskimaulana9270,"Gua bukan buzer gibran sama sekali, cuma perasaan cuma gibran dlm sejarah indo cawapres yg bner"" Di hantem sana sini, contoh aja kek cawapres kemaren aja yg kagak ngapa""in, sekali gerak mau kasih pulau buat rohingya kek nya gk segininya di hantem",5 months ago,
@tommy-dv9dd,Anak jambi speakup kalau jambi tidak baik² saja. Karena suaramu akan di dengatlr bang ferry,4 months ago,
@m.bimoseptrada2262,Ksni krna ada feri aja dengan terpaksa mampir,5 months ago,
@haroldmoris4762,Obrolan prestis ini sih,5 months ago (edited),
@meferswift,Netizen sebagian hanya lihat citra aja.,5 months ago,
@aj4722,Kira2 mas wapres paham nggak ya setiap detail yang di omongin ferry?,5 months ago,
@mislina560,Fery bukan Husen di pati...,1 month ago,
@hnzl7369,Mas ferry🫡🫡🫡,5 months ago,
@flugelfreiheit3229,"48:18One Piece, Boruto",5 months ago,
@dessyamelia9149,Beririsan artinya ada kesamaan kalo dlm konteks himpunan dlm matematika,5 months ago,
@Ackeirz,APAKAH PAK WAPRES NONTON INI?,5 months ago,
@agungs8457,"Gue termasuk yg nga apa2 waktu itu Jokowi ingin 3 periode 4 periode dstnya asal kompeten, negara jadi maju. Lah ini kan 2 periode aja hutang ugal2an",5 months ago,
@zainoen8821,"Bukankah dia berusaha? 
Emang cukup? Dia harusnya sudah kerja full effort. Bukan lagi berusaha B aja.Dia bikin konten bagus dong?
Itu B Aja di jaman anak2 juga udah ngonten. Isi Konten wapres solusinya  apa?Prioritas kerja pemerintah apa sih sekarang? Kok banyak belanja tank? Disaat lapangan kerja sulit menyerap tenaga kerja, ekonomi banyak masalah.China vs AS 
China berhasil memanfaatkan bonus demografinya. Krn Tindakan  kontrol pemerintahnya yg kompeten. 
Sistem bgmnpun oke saja. 

Point obrolan berikutnya ga nulis...... M",5 months ago,
@lonelyyexee,Om ded ini sbenarnya jg takut sama dunia politik untuk mengkritik dunia politik di karenakan banyak antek2 dan Buser dan lain2 padahal om ded jg tahu sendiri Konoha kita saat ini sudah sangat miris sampai kapan kita akan seperti ini?,5 months ago,
@CeritaSatuMenitOfficial,ngeri juga DM di twitter/x bisa bisanya gak end to end encrypt semua chat2an bisa kebaca dan bahkan di simpan di database twitter wkwk,5 months ago,
@achmadyasirun6854,Karena mas Gibran kan ga py wewang kalau dia py wewenang sy yakin sia py kebijakaanan,1 month ago,
@toraemonttora621,"INI OBROLAN PENGAKUAN BAHWA ORANG YANG SALAH PASTI TAKUT!!
note: selagi lu benar atas apa yang lu bicarakan atau tulis, kenapa harus takut ??",5 months ago,
@SuriYana-b5i,"they call the thing ""pegasus""",5 months ago,
@dimztrueblue5989,Ferry Irwandi,5 months ago,
@shellyshelly3219,Coba sebagai omded bisa gak ilangin komen judol di akun sendiri??? Hehehe,5 months ago,
@AMVsUniverse,Kamboja bisa melesat perekonomiannya karena judol atau karena ada perdagangan manusia????,5 months ago,
@slametabadichannel,Aku lihat karena ada Fery ..,1 month ago,
@tessakotzen3952,"Om ded makin kesini makin malesin ah..
Masa bang fery dibilang musuh pemerintah. Rakyat yg mengkritik sejatinya adalah bukti kecintaan pada bangsaMalah dibilang musuh pemerintah, ya gapapa si itu justru mempertegas tidak ada kebaikan sedikitpun pemerintah untuk bangsa.",5 months ago,
@akhmadsobarna-q1c,UNTUK APA MENYEMBAH DEMOKRASI KALOU  GA BIKIN SEJAHTERA LEBIH BAIK HIDUP DENGAN PEMERINTAHAN OLIGARKI ASAL RAKYAT BAHAGIA,1 month ago,
@Sugiarti-h1j,Si Feri Irwandi ternyata anak buah abah . ada beberapa vidio foto kebersamaan sie feri sama Abah,1 month ago,
@kriyanova,"Nitip up, kasus mbah tupon yg di jogja",5 months ago,
@pakettegal8628,Debat yang men cuan kan kedua ny,5 months ago,
@judiantojudi-s4e,Ini pembelajaran Gratis,1 month ago,
@DebudDebud-sj2mn,"Pemerintah yang pasang foto mengerikan di rokok, eh palah dikasih tutorial ngerokok oleh oleh orang pemerintah .bikin bingung ini",5 months ago,
@yusufgegealfredo7460,"Gini dong,.
Mkasih om, gua kembali belajar sesuatu dari nonton channel lu",5 months ago,
@bezical,podkes bersama dedi kombuzzer,5 months ago,
@Nurjanah-g2,"Kan itu cuma konten nya ,di belakang kan pemerintah jugga sedang bekerja dan berugsaha",5 months ago,
@Syahdankarel,Si dedi charlie kirk versi indo wkwk,4 months ago,
@chandraarifin6912,Makanya dari awal gue gak pernah pakai Twitter..,1 month ago,
@Mblendu_Niya,IQ saya 120 tapi tiap kerja di perusahaan konsultan atau kontraktor ketika kritis dikit langsung di tendang,2 months ago,
@devacox.,Pindah ke threads aja,5 months ago,1
@Fufufafatheporkeater,"TNI dan POLISI 

Pendoxing handal",5 months ago,
@suhardiwijaya5986,"Mas feri dan om Dedy, kalau intelektualnya sesorang di bawah standart tidak akan bisa mentapaikan ide2 besar kedepan.
Begitu juga gibran.",3 months ago,
@akhsanandreas7318,Udah ada kang bakso lewat belum bang,1 month ago,
@Vanmos11,Di menit akhir jdi sedikit paham knp om mau milih masuk ke dalam,5 months ago,
@usman3182,om dedy undang aura cinta dong yang sedang viral.,5 months ago,
@DORSEBEDUR,di podcast ini om deddy cosplay host podcast caur si derry kasih drama,5 months ago,
@nazalf4187,️ introvert️ check komen️ gak mnrik️ out,5 months ago,
@imamBonjol-o6d,"Hey kalian berdua ,coba kupas dan kritisi dong pdip .",1 month ago,
@dedysanjaya9180,Lebih baik kumpulin duit terbang keluar negeri wahai anak muda. Gak jelas konoha,5 months ago,1
@mayasithaarifin2596,kesini karena Ferry,5 months ago,
@cannaiya,Kenapa gak sekalian gibran bareng fery irwandi,5 months ago,
@henywidya3363,"ni org real pembenci  keluarga Jokowi, klo mang pak Jokowi  jg Gibran terlibat  korupsi  langsung  laporkan kpk ,ujung2nya ya krn pendukung politik yg kalah akhirnya sakit hati",1 month ago,
@taufikPrasetyo-p1o,"Kenapa yg punya knolage seperti ini hanya di umur2 seperti kalian ini, sedang kan di umur sekian tidak ada. apa segitu parah'ny pendidikan di Konoha ini sehingga knolage tidak merata ke semua konoha?",4 months ago,1
@yovanwibowo8168,Ngambil contohnya kejauhan yg bahkan faktanya gakan bakalan bisa diterapkan.,5 months ago,
@supardijusup4041,HAYANG NYADUK,5 months ago,
